" H-3 HOUSEHOLDS BY TENURE STATUS, SIZE AND NUMBER OF ROOMS OCCUPIED",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,Number of households occupying
,,,,,,,,,,
,House-hold size,Total number of households,No excl-usive room, 1 Room,2  Rooms,3  Rooms,4  Rooms,5  Rooms,6 Rooms         and above,Un-specified Room
,1,2,3,4,5,6,7,8,9,10
INDIA,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
 ANDHRA PRADESH                                              ,      9+      ,"10,305",5,"3,910","3,185","1,525",605,255,420,400
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"55,29,740",190,"20,86,910","19,51,125","6,98,385","2,95,645","1,06,620","1,18,975","2,71,890"
,2-Jan,"5,96,880",10,"2,98,265","1,89,520","46,205","16,075","5,235","6,290","35,280"
,5-Mar,"24,65,475",95,"9,94,230","8,78,350","2,76,800","1,04,155","35,990","39,020","1,36,835"
,8-Jun,"17,71,885",60,"6,16,710","6,44,375","2,49,550","1,06,415","37,650","39,600","77,525"
 ,      9+      ,"6,95,500",25,"1,77,705","2,38,880","1,25,830","69,000","27,745","34,065","22,250"
Owned ,,,,,,,,,,
,Total,"50,67,335",175,"18,95,090","17,96,195","6,41,550","2,72,300","99,250","1,11,955","2,50,820"
,2-Jan,"4,93,865",10,"2,47,565","1,59,080","36,725","11,945","3,910","4,750","29,880"
,5-Mar,"22,15,840",90,"8,93,580","7,93,430","2,44,780","91,205","31,920","35,410","1,25,425"
,8-Jun,"16,79,900",55,"5,82,135","6,11,210","2,37,055","1,01,315","36,060","38,165","73,905"
 ,      9+      ,"6,77,730",20,"1,71,810","2,32,475","1,22,990","67,835","27,360","33,630","21,610"
Rented ,,,,,,,,,,
,Total,"3,30,375",0,"1,31,415","1,15,670","42,315","16,885","5,525","4,360","14,205"
,2-Jan,"74,370",0,"36,145","22,785","7,020","2,860",905,900,"3,755"
,5-Mar,"1,80,360",0,"69,255","63,970","24,220","9,540","3,150","2,365","7,860"
,8-Jun,"64,025",0,"22,455","24,395","9,185","3,655","1,200",895,"2,240"
 ,      9+      ,"11,620",0,"3,560","4,520","1,890",830,270,200,350
Others ,,,,,,,,,,
,Total,"1,32,030",15,"60,405","39,260","14,520","6,460","1,845","2,660","6,865"
,2-Jan,"28,645",0,"14,555","7,655","2,460","1,270",420,640,"1,645"
,5-Mar,"69,275",5,"31,395","20,950","7,800","3,410",920,"1,245","3,550"
,8-Jun,"27,960",5,"12,120","8,770","3,310","1,445",390,540,"1,380"
 ANDHRA PRADESH                                              ,      9+      ,"6,150",5,"2,335","1,885",950,335,115,235,290
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"24,88,710",115,"7,75,210","8,39,105","4,02,735","2,20,920","94,265","98,480","57,880"
,2-Jan,"2,91,675",10,"1,35,505","90,065","31,065","14,800","5,395","5,300","9,535"
,5-Mar,"12,12,130",65,"3,92,565","4,15,065","1,92,650","1,01,830","43,170","37,670","29,115"
,8-Jun,"7,15,030",15,"1,95,850","2,48,930","1,25,830","68,920","29,275","31,260","14,950"
 ,      9+      ,"2,69,875",25,"51,290","85,045","53,190","35,370","16,425","24,250","4,280"
Owned ,,,,,,,,,,
,Total,"13,33,975",55,"3,55,460","4,36,635","2,30,095","1,42,580","64,845","76,790","27,515"
,2-Jan,"1,13,440",0,"45,785","36,660","13,475","7,710","3,070","3,330","3,410"
,5-Mar,"5,74,255",30,"1,67,510","1,89,395","95,285","57,585","26,120","25,890","12,440"
,8-Jun,"4,43,625",10,"1,09,145","1,50,065","80,490","48,260","21,435","25,495","8,725"
 ,      9+      ,"2,02,655",15,"33,020","60,515","40,845","29,025","14,220","22,075","2,940"
Rented ,,,,,,,,,,
,Total,"10,98,985",60,"3,94,555","3,88,095","1,65,590","75,045","27,955","19,410","28,275"
,2-Jan,"1,69,725",10,"85,120","51,675","16,760","6,685","2,155","1,630","5,690"
,5-Mar,"6,09,675",35,"2,12,225","2,18,565","93,825","42,670","16,310","10,555","15,490"
,8-Jun,"2,56,520",5,"80,515","94,625","43,235","19,615","7,425","5,235","5,865"
 ,      9+      ,"63,065",10,"16,695","23,230","11,770","6,075","2,065","1,990","1,230"
Others ,,,,,,,,,,
,Total,"55,750",0,"25,195","14,375","7,050","3,295","1,465","2,280","2,090"
,2-Jan,"8,510",0,"4,600","1,730",830,405,170,340,435
,5-Mar,"28,200",0,"12,830","7,105","3,540","1,575",740,"1,225","1,185"
,8-Jun,"14,885",0,"6,190","4,240","2,105","1,045",415,530,360
,      9+      ,"4,155",0,"1,575","1,300",575,270,140,185,110
 KERALA ,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"53,88,235",745,"6,52,365","14,42,015","13,20,575","8,93,110","5,01,990","5,51,185","26,250"
,2-Jan,"4,73,495",100,"1,26,125","1,47,975","91,265","50,090","25,565","28,805","3,570"
,5-Mar,"29,00,160",410,"3,88,370","8,35,645","7,04,450","4,51,270","2,49,550","2,52,310","18,155"
,8-Jun,"15,07,845",180,"1,15,965","3,67,710","3,98,455","2,82,230","1,60,145","1,79,835","3,325"
 ,      9+      ,"5,06,735",55,"21,905","90,685","1,26,405","1,09,520","66,730","90,235","1,200"
Owned ,,,,,,,,,,
,Total,"50,43,930",695,"5,74,980","13,30,750","12,42,960","8,59,960","4,85,690","5,30,155","18,740"
,2-Jan,"4,07,860",60,"99,335","1,29,495","80,885","45,760","23,485","26,080","2,760"
,5-Mar,"26,89,375",405,"3,48,600","7,66,715","6,54,195","4,29,255","2,38,540","2,39,675","11,990"
,8-Jun,"14,52,905",180,"1,06,890","3,47,885","3,84,685","2,77,020","1,57,710","1,75,625","2,910"
 ,      9+      ,"4,93,790",50,"20,155","86,655","1,23,195","1,07,925","65,955","88,775","1,080"
Rented ,,,,,,,,,,
,Total,"2,68,720",50,"57,930","87,830","58,950","28,820","14,480","13,530","7,130"
,2-Jan,"52,450",40,"22,160","14,760","8,040","3,555","1,695","1,495",705
,5-Mar,"1,67,280",5,"28,535","54,920","39,380","19,685","9,985","8,745","6,025"
,8-Jun,"39,870",0,"6,070","15,075","9,385","4,355","2,175","2,500",310
 ,      9+      ,"9,120",5,"1,165","3,075","2,145","1,225",625,790,90
Others ,,,,,,,,,,
,Total,"75,585",0,"19,455","23,435","18,665","4,330","1,820","7,500",380
,2-Jan,"13,185",0,"4,630","3,720","2,340",775,385,"1,230",105
,5-Mar,"43,505",0,"11,235","14,010","10,875","2,330","1,025","3,890",140
,8-Jun,"15,070",0,"3,005","4,750","4,385",855,260,"1,710",105
 ANDHRA PRADESH                                              ,      9+      ,"3,825",0,585,955,"1,065",370,150,670,30
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"40,30,870",670,"5,13,490","11,17,735","9,87,425","6,44,150","3,61,040","3,90,455","15,905"
,2-Jan,"3,64,060",90,"98,595","1,17,465","69,710","36,660","18,520","20,605","2,415"
,5-Mar,"21,71,140",370,"3,07,460","6,47,950","5,25,180","3,23,205","1,77,715","1,78,735","10,525"
,8-Jun,"11,37,510",170,"91,025","2,85,465","3,01,990","2,07,895","1,18,275","1,30,420","2,270"
 ,      9+      ,"3,58,160",40,"16,410","66,855","90,545","76,390","46,530","60,695",695
Owned ,,,,,,,,,,
,Total,"38,44,550",630,"4,65,965","10,49,625","9,46,820","6,31,660","3,55,055","3,79,705","15,090"
,2-Jan,"3,23,735",55,"81,990","1,05,265","63,605","34,385","17,445","18,825","2,165"
,5-Mar,"20,62,425",370,"2,82,850","6,07,010","5,00,335","3,15,475","1,73,815","1,72,435","10,135"
,8-Jun,"11,06,480",170,"85,645","2,72,720","2,93,995","2,05,960","1,17,485","1,28,390","2,115"
 ,      9+      ,"3,51,910",35,"15,480","64,630","88,885","75,840","46,310","60,055",675
Rented ,,,,,,,,,,
,Total,"1,30,480",40,"33,120","50,365","26,485","9,745","4,795","5,395",535
,2-Jan,"30,025",35,"13,040","9,215","4,280","1,690",760,835,170
,5-Mar,"76,795",0,"16,235","30,410","16,855","6,280","3,250","3,490",275
,8-Jun,"19,900",0,"3,325","9,095","4,525","1,410",625,835,85
 ,      9+      ,"3,760",5,520,"1,645",825,365,160,235,5
Others ,,,,,,,,,,
,Total,"55,840",0,"14,405","17,745","14,120","2,745","1,190","5,355",280
,2-Jan,"10,300",0,"3,565","2,985","1,825",585,315,945,80
,5-Mar,"31,920",0,"8,375","10,530","7,990","1,450",650,"2,810",115
,8-Jun,"11,130",0,"2,055","3,650","3,470",525,165,"1,195",70
 ANDHRA PRADESH                                              ,      9+      ,"2,490",0,410,580,835,185,60,405,15
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"13,57,365",75,"1,38,875","3,24,280","3,33,150","2,48,960","1,40,950","1,60,730","10,345"
,2-Jan,"1,09,435",10,"27,530","30,510","21,555","13,430","7,045","8,200","1,155"
,5-Mar,"7,29,020",40,"80,910","1,87,695","1,79,270","1,28,065","71,835","73,575","7,630"
,8-Jun,"3,70,335",10,"24,940","82,245","96,465","74,335","41,870","49,415","1,055"
 ,      9+      ,"1,48,575",15,"5,495","23,830","35,860","33,130","20,200","29,540",505
Owned ,,,,,,,,,,
,Total,"11,99,380",65,"1,09,015","2,81,125","2,96,140","2,28,300","1,30,635","1,50,450","3,650"
,2-Jan,"84,125",5,"17,345","24,230","17,280","11,375","6,040","7,255",595
,5-Mar,"6,26,950",35,"65,750","1,59,705","1,53,860","1,13,780","64,725","67,240","1,855"
,8-Jun,"3,46,425",10,"21,245","75,165","90,690","71,060","40,225","47,235",795
 ,      9+      ,"1,41,880",15,"4,675","22,025","34,310","32,085","19,645","28,720",405
Rented ,,,,,,,,,,
,Total,"1,38,240",10,"24,810","37,465","32,465","19,075","9,685","8,135","6,595"
,2-Jan,"22,425",5,"9,120","5,545","3,760","1,865",935,660,535
,5-Mar,"90,485",5,"12,300","24,510","22,525","13,405","6,735","5,255","5,750"
,8-Jun,"19,970",0,"2,745","5,980","4,860","2,945","1,550","1,665",225
 ,      9+      ,"5,360",0,645,"1,430","1,320",860,465,555,85
Others ,,,,,,,,,,
,Total,"19,745",0,"5,050","5,690","4,545","1,585",630,"2,145",100
,2-Jan,"2,885",0,"1,065",735,515,190,70,285,25
,5-Mar,"11,585",0,"2,860","3,480","2,885",880,375,"1,080",25
,8-Jun,"3,940",0,950,"1,100",915,330,95,515,35
,      9+      ,"1,335",0,175,375,230,185,90,265,15
 MADHYA PRADESH,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,17,73,740","1,585","40,33,215","37,98,480","20,07,830","9,43,485","4,01,725","5,49,310","38,110"
,2-Jan,"15,91,260",120,"8,58,965","4,53,115","1,72,755","57,770","18,480","22,555","7,500"
,5-Mar,"49,10,635",670,"19,45,910","16,77,145","7,67,785","2,91,770","1,05,270","1,05,030","17,055"
,8-Jun,"36,85,045",410,"10,04,990","12,67,775","7,24,650","3,52,975","1,46,360","1,78,485","9,400"
 ,      9+      ,"15,86,800",385,"2,23,350","4,00,445","3,42,640","2,40,970","1,31,615","2,43,240","4,155"
Owned ,,,,,,,,,,
,Total,"1,03,95,620","1,490","34,96,350","33,21,750","17,78,290","8,58,525","3,80,165","5,26,750","32,300"
,2-Jan,"12,54,040",105,"6,69,370","3,60,780","1,38,090","46,255","15,515","18,405","5,520"
,5-Mar,"42,29,615",615,"16,95,250","14,33,600","6,47,310","2,48,595","94,365","95,365","14,515"
,8-Jun,"33,85,650",405,"9,20,385","11,49,560","6,63,680","3,29,435","1,40,735","1,72,930","8,520"
 ,      9+      ,"15,26,315",365,"2,11,345","3,77,810","3,29,210","2,34,240","1,29,550","2,40,050","3,745"
Rented ,,,,,,,,,,
,Total,"11,82,880",75,"4,34,725","4,28,770","2,05,485","75,655","18,665","15,770","3,735"
,2-Jan,"2,77,515",15,"1,52,365","80,455","29,285","9,640","2,200","2,430","1,125"
,5-Mar,"5,91,370",50,"2,03,430","2,21,220","1,09,470","38,890","9,560","6,915","1,835"
,8-Jun,"2,61,890",5,"69,105","1,06,905","54,930","21,265","5,085","4,095",500
 ,      9+      ,"52,105",5,"9,825","20,190","11,800","5,860","1,820","2,330",275
Others ,,,,,,,,,,
,Total,"1,95,240",20,"1,02,140","47,960","24,055","9,305","2,895","6,790","2,075"
,2-Jan,"59,705",0,"37,230","11,880","5,380","1,875",765,"1,720",855
,5-Mar,"89,650",5,"47,230","22,325","11,005","4,285","1,345","2,750",705
,8-Jun,"37,505",0,"15,500","11,310","6,040","2,275",540,"1,460",380
 ANDHRA PRADESH                                              ,      9+      ,"8,380",15,"2,180","2,445","1,630",870,245,860,135
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"90,47,710","1,330","32,57,810","28,79,910","15,06,055","6,79,975","2,96,375","3,93,505","32,750"
,2-Jan,"11,87,500",95,"6,58,775","3,28,735","1,25,935","39,550","12,990","15,485","5,935"
,5-Mar,"37,41,240",605,"15,79,955","12,55,520","5,52,525","1,96,135","71,655","70,080","14,765"
,8-Jun,"28,73,110",335,"8,30,000","9,78,565","5,57,090","2,60,520","1,09,855","1,28,185","8,560"
 ,      9+      ,"12,45,860",295,"1,89,080","3,17,090","2,70,505","1,83,770","1,01,875","1,79,755","3,490"
Owned ,,,,,,,,,,
,Total,"86,22,585","1,300","30,44,845","27,62,645","14,47,235","6,60,460","2,91,575","3,84,685","29,840"
,2-Jan,"10,44,590",90,"5,72,805","2,95,500","1,11,505","34,990","11,770","13,170","4,760"
,5-Mar,"35,45,560",585,"14,84,940","11,99,210","5,24,120","1,86,980","69,475","66,535","13,715"
,8-Jun,"27,98,925",335,"8,01,620","9,54,500","5,43,495","2,55,885","1,08,820","1,26,235","8,035"
 ,      9+      ,"12,33,510",290,"1,85,480","3,13,435","2,68,115","1,82,605","1,01,510","1,78,745","3,330"
Rented ,,,,,,,,,,
,Total,"2,96,020",20,"1,37,155","89,410","45,275","14,900","3,415","4,540","1,305"
,2-Jan,"98,840",5,"57,310","25,045","10,780","3,345",725,"1,095",535
,5-Mar,"1,36,950",15,"59,840","43,510","22,380","7,200","1,660","1,870",475
,8-Jun,"52,370",0,"17,740","18,325","10,610","3,605",780,"1,090",220
 ,      9+      ,"7,860",0,"2,265","2,530","1,505",750,250,485,75
Others ,,,,,,,,,,
,Total,"1,29,105",10,"75,810","27,855","13,545","4,615","1,385","4,280","1,605"
,2-Jan,"44,070",0,"28,660","8,190","3,650","1,215",495,"1,220",640
,5-Mar,"58,730",5,"35,175","12,800","6,025","1,955",520,"1,675",575
,8-Jun,"21,815",0,"10,640","5,740","2,985","1,030",255,860,305
 ANDHRA PRADESH                                              ,      9+      ,"4,490",5,"1,335","1,125",885,415,115,525,85
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"27,26,030",255,"7,75,405","9,18,570","5,01,775","2,63,510","1,05,350","1,55,805","5,360"
,2-Jan,"4,03,760",25,"2,00,190","1,24,380","46,820","18,220","5,490","7,070","1,565"
,5-Mar,"11,69,395",65,"3,65,955","4,21,625","2,15,260","95,635","33,615","34,950","2,290"
,8-Jun,"8,11,935",75,"1,74,990","2,89,210","1,67,560","92,455","36,505","50,300",840
 ,      9+      ,"3,40,940",90,"34,270","83,355","72,135","57,200","29,740","63,485",665
Owned ,,,,,,,,,,
,Total,"17,73,035",190,"4,51,505","5,59,105","3,31,055","1,98,065","88,590","1,42,065","2,460"
,2-Jan,"2,09,450",15,"96,565","65,280","26,585","11,265","3,745","5,235",760
,5-Mar,"6,84,055",30,"2,10,310","2,34,390","1,23,190","61,615","24,890","28,830",800
,8-Jun,"5,86,725",70,"1,18,765","1,95,060","1,20,185","73,550","31,915","46,695",485
 ,      9+      ,"2,92,805",75,"25,865","64,375","61,095","51,635","28,040","61,305",415
Rented ,,,,,,,,,,
,Total,"8,86,860",55,"2,97,570","3,39,360","1,60,210","60,755","15,250","11,230","2,430"
,2-Jan,"1,78,675",10,"95,055","55,410","18,505","6,295","1,475","1,335",590
,5-Mar,"4,54,420",35,"1,43,590","1,77,710","87,090","31,690","7,900","5,045","1,360"
,8-Jun,"2,09,520",5,"51,365","88,580","44,320","17,660","4,305","3,005",280
 ,      9+      ,"44,245",5,"7,560","17,660","10,295","5,110","1,570","1,845",200
Others ,,,,,,,,,,
,Total,"66,135",10,"26,330","20,105","10,510","4,690","1,510","2,510",470
,2-Jan,"15,635",0,"8,570","3,690","1,730",660,270,500,215
,5-Mar,"30,920",0,"12,055","9,525","4,980","2,330",825,"1,075",130
,8-Jun,"15,690",0,"4,860","5,570","3,055","1,245",285,600,75
,      9+      ,"3,890",10,845,"1,320",745,455,130,335,50
 MAHARASHTRA ,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,48,98,775",705,"94,62,765","33,28,195","9,91,625","3,35,090","1,01,105","1,01,905","5,77,385"
,2-Jan,"19,58,515",115,"14,07,785","3,52,115","86,005","25,290","6,520","6,980","73,705"
,5-Mar,"72,69,295",345,"47,16,495","16,19,020","4,56,755","1,36,580","37,615","30,515","2,71,970"
,8-Jun,"43,05,290",160,"26,38,620","10,17,565","3,06,605","1,04,240","31,455","30,455","1,76,190"
 ,      9+      ,"13,65,675",85,"6,99,865","3,39,495","1,42,260","68,980","25,515","33,955","55,520"
Owned ,,,,,,,,,,
,Total,"1,15,98,030",505,"71,71,460","26,33,585","7,95,580","2,88,505","89,825","89,335","5,29,235"
,2-Jan,"13,48,935",90,"9,45,055","2,50,990","60,605","19,535","5,230","4,955","62,475"
,5-Mar,"54,76,215",235,"34,88,390","12,30,720","3,43,645","1,10,210","31,485","25,000","2,46,530"
,8-Jun,"35,66,030",115,"21,39,340","8,50,035","2,60,060","93,820","28,905","27,280","1,66,475"
 ,      9+      ,"12,06,850",65,"5,98,675","3,01,840","1,31,270","64,940","24,205","32,100","53,755"
Rented ,,,,,,,,,,
,Total,"28,23,675",160,"19,29,135","6,30,395","1,74,130","40,925","10,075","7,720","31,135"
,2-Jan,"5,10,620",20,"3,83,585","90,640","22,030","4,900","1,090",980,"7,375"
,5-Mar,"15,43,900",85,"10,38,330","3,55,120","1,01,365","23,365","5,415","3,455","16,765"
,8-Jun,"6,30,650",40,"4,19,780","1,50,615","40,925","9,055","2,350","1,940","5,945"
 ,      9+      ,"1,38,505",15,"87,440","34,020","9,810","3,605","1,220","1,345","1,050"
Others ,,,,,,,,,,
,Total,"4,77,070",40,"3,62,170","64,215","21,915","5,660","1,205","4,850","17,015"
,2-Jan,"98,960",5,"79,145","10,485","3,370",855,200,"1,045","3,855"
,5-Mar,"2,49,180",25,"1,89,775","33,180","11,745","3,005",715,"2,060","8,675"
,8-Jun,"1,08,610",5,"79,500","16,915","5,620","1,365",200,"1,235","3,770"
 ANDHRA PRADESH                                              ,      9+      ,"20,320",5,"13,750","3,635","1,180",435,90,510,715
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"89,91,280",400,"59,09,680","18,71,120","4,58,720","1,37,165","36,195","37,390","5,40,610"
,2-Jan,"11,31,285",55,"8,20,990","1,91,140","36,305","9,680","2,460","3,295","67,360"
,5-Mar,"42,38,500",165,"28,79,345","8,52,895","1,82,205","46,405","11,350","11,525","2,54,610"
,8-Jun,"27,35,415",120,"17,26,685","6,14,575","1,58,355","46,350","11,850","11,100","1,66,380"
 ,      9+      ,"8,86,080",60,"4,82,660","2,12,510","81,855","34,730","10,535","11,470","52,260"
Owned ,,,,,,,,,,
,Total,"81,27,070",320,"53,00,765","17,04,560","4,16,680","1,28,425","34,025","33,235","5,09,060"
,2-Jan,"9,36,095",50,"6,74,790","1,59,930","28,785","8,115","2,120","2,450","59,855"
,5-Mar,"37,64,445",130,"25,47,080","7,59,660","1,58,595","41,355","10,010","9,615","2,38,000"
,8-Jun,"25,64,200",90,"16,11,380","5,77,785","1,48,870","44,610","11,470","10,050","1,59,945"
 ,      9+      ,"8,62,330",50,"4,67,515","2,07,185","80,430","34,345","10,425","11,120","51,260"
Rented ,,,,,,,,,,
,Total,"5,94,035",60,"3,99,600","1,34,520","32,690","6,890","1,750","1,700","16,825"
,2-Jan,"1,35,765",5,"99,405","24,970","5,625","1,180",230,255,"4,095"
,5-Mar,"3,31,195",25,"2,21,025","76,335","18,760","4,105","1,135",860,"8,950"
,8-Jun,"1,12,910",25,"70,875","29,280","7,315","1,350",320,430,"3,315"
 ,      9+      ,"14,165",5,"8,295","3,935",990,255,65,155,465
Others ,,,,,,,,,,
,Total,"2,70,175",20,"2,09,315","32,040","9,350","1,850",420,"2,455","14,725"
,2-Jan,"59,425",0,"46,795","6,240","1,895",385,110,590,"3,410"
,5-Mar,"1,42,860",10,"1,11,240","16,900","4,850",945,205,"1,050","7,660"
,8-Jun,"58,305",5,"44,430","7,510","2,170",390,60,620,"3,120"
 ANDHRA PRADESH                                              ,      9+      ,"9,585",5,"6,850","1,390",435,130,45,195,535
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"59,07,495",305,"35,53,085","14,57,075","5,32,905","1,97,925","64,910","64,515","36,775"
,2-Jan,"8,27,230",60,"5,86,795","1,60,975","49,700","15,610","4,060","3,685","6,345"
,5-Mar,"30,30,795",180,"18,37,150","7,66,125","2,74,550","90,175","26,265","18,990","17,360"
,8-Jun,"15,69,875",40,"9,11,935","4,02,990","1,48,250","57,890","19,605","19,355","9,810"
 ,      9+      ,"4,79,595",25,"2,17,205","1,26,985","60,405","34,250","14,980","22,485","3,260"
Owned ,,,,,,,,,,
,Total,"34,70,960",185,"18,70,695","9,29,025","3,78,900","1,60,080","55,800","56,100","20,175"
,2-Jan,"4,12,840",40,"2,70,265","91,060","31,820","11,420","3,110","2,505","2,620"
,5-Mar,"17,11,770",105,"9,41,310","4,71,060","1,85,050","68,855","21,475","15,385","8,530"
,8-Jun,"10,01,830",25,"5,27,960","2,72,250","1,11,190","49,210","17,435","17,230","6,530"
 ,      9+      ,"3,44,520",15,"1,31,160","94,655","50,840","30,595","13,780","20,980","2,495"
Rented ,,,,,,,,,,
,Total,"22,29,640",100,"15,29,535","4,95,875","1,41,440","34,035","8,325","6,020","14,310"
,2-Jan,"3,74,855",15,"2,84,180","65,670","16,405","3,720",860,725,"3,280"
,5-Mar,"12,12,705",60,"8,17,305","2,78,785","82,605","19,260","4,280","2,595","7,815"
,8-Jun,"5,17,740",15,"3,48,905","1,21,335","33,610","7,705","2,030","1,510","2,630"
 ,      9+      ,"1,24,340",10,"79,145","30,085","8,820","3,350","1,155","1,190",585
Others ,,,,,,,,,,
,Total,"2,06,895",20,"1,52,855","32,175","12,565","3,810",785,"2,395","2,290"
,2-Jan,"39,535",5,"32,350","4,245","1,475",470,90,455,445
,5-Mar,"1,06,320",15,"78,535","16,280","6,895","2,060",510,"1,010","1,015"
,8-Jun,"50,305",0,"35,070","9,405","3,450",975,140,615,650
,      9+      ,"10,735",0,"6,900","2,245",745,305,45,315,180
 MANIPUR,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"3,05,053",20,"51,310","91,685","86,845","44,341","16,775","12,425","1,652"
,2-Jan,"22,420",4,"8,325","7,907","4,027","1,242",288,270,357
,5-Mar,"1,05,343",7,"22,159","37,763","28,914","10,788","3,218","1,882",612
,8-Jun,"1,16,961",4,"15,152","33,189","36,819","19,761","7,065","4,469",502
 ,      9+      ,"60,329",5,"5,674","12,826","17,085","12,550","6,204","5,804",181
Owned ,,,,,,,,,,
,Total,"2,82,334",9,"43,766","84,345","82,721","42,367","16,204","11,484","1,438"
,2-Jan,"17,739",2,"5,887","6,556","3,521","1,042",239,198,294
,5-Mar,"95,957",3,"18,907","34,455","27,284","10,138","3,038","1,614",518
,8-Jun,"1,10,699",0,"13,708","31,133","35,382","19,024","6,852","4,143",457
 ,      9+      ,"57,939",4,"5,264","12,201","16,534","12,163","6,075","5,529",169
Rented ,,,,,,,,,,
,Total,"19,118",10,"6,678","6,173","3,308","1,643",406,743,157
,2-Jan,"3,974",1,"2,180","1,120",385,168,34,48,38
,5-Mar,"7,947",4,"2,865","2,784","1,313",559,132,216,74
,8-Jun,"5,166",4,"1,261","1,721","1,150",592,147,255,36
 ,      9+      ,"2,031",1,372,548,460,324,93,224,9
Others ,,,,,,,,,,
,Total,"3,601",1,866,"1,167",816,331,165,198,57
,2-Jan,707,1,258,231,121,32,15,24,25
,5-Mar,"1,439",0,387,524,317,91,48,52,20
,8-Jun,"1,096",0,183,335,287,145,66,71,9
 ANDHRA PRADESH                                              ,      9+      ,359,0,38,77,91,63,36,51,3
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"2,22,035",11,"39,371","71,749","62,115","29,888","10,515","6,954","1,432"
,2-Jan,"15,515",3,"5,614","5,722","2,719",829,166,173,289
,5-Mar,"76,112",3,"16,787","28,684","19,923","7,056","2,048","1,093",518
,8-Jun,"84,882",1,"12,087","26,339","26,168","13,003","4,330","2,497",457
 ,      9+      ,"45,526",4,"4,883","11,004","13,305","9,000","3,971","3,191",168
Owned ,,,,,,,,,,
,Total,"2,10,847",7,"36,075","67,902","60,066","28,718","10,273","6,438","1,368"
,2-Jan,"13,470",2,"4,699","5,046","2,464",705,144,130,280
,5-Mar,"71,749",2,"15,474","27,024","19,157","6,681","1,976",943,492
,8-Jun,"81,593",0,"11,327","25,232","25,477","12,568","4,242","2,312",435
 ,      9+      ,"44,035",3,"4,575","10,600","12,968","8,764","3,911","3,053",161
Rented ,,,,,,,,,,
,Total,"8,900",3,"2,663","3,043","1,572","1,009",164,408,38
,2-Jan,"1,574",0,727,507,184,106,16,30,4
,5-Mar,"3,440",1,"1,027","1,311",579,332,53,125,12
,8-Jun,"2,629",1,629,879,535,370,57,140,18
 ,      9+      ,"1,257",1,280,346,274,201,38,113,4
Others ,,,,,,,,,,
,Total,"2,288",1,633,804,477,161,78,108,26
,2-Jan,471,1,188,169,71,18,6,13,5
,5-Mar,923,0,286,349,187,43,19,25,14
,8-Jun,660,0,131,228,156,65,31,45,4
 ANDHRA PRADESH                                              ,      9+      ,234,0,28,58,63,35,22,25,3
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"83,018",9,"11,939","19,936","24,730","14,453","6,260","5,471",220
,2-Jan,"6,905",1,"2,711","2,185","1,308",413,122,97,68
,5-Mar,"29,231",4,"5,372","9,079","8,991","3,732","1,170",789,94
,8-Jun,"32,079",3,"3,065","6,850","10,651","6,758","2,735","1,972",45
 ,      9+      ,"14,803",1,791,"1,822","3,780","3,550","2,233","2,613",13
Owned ,,,,,,,,,,
,Total,"71,487",2,"7,691","16,443","22,655","13,649","5,931","5,046",70
,2-Jan,"4,269",0,"1,188","1,510","1,057",337,95,68,14
,5-Mar,"24,208",1,"3,433","7,431","8,127","3,457","1,062",671,26
,8-Jun,"29,106",0,"2,381","5,901","9,905","6,456","2,610","1,831",22
 ,      9+      ,"13,904",1,689,"1,601","3,566","3,399","2,164","2,476",8
Rented ,,,,,,,,,,
,Total,"10,218",7,"4,015","3,130","1,736",634,242,335,119
,2-Jan,"2,400",1,"1,453",613,201,62,18,18,34
,5-Mar,"4,507",3,"1,838","1,473",734,227,79,91,62
,8-Jun,"2,537",3,632,842,615,222,90,115,18
 ,      9+      ,774,0,92,202,186,123,55,111,5
Others ,,,,,,,,,,
,Total,"1,313",0,233,363,339,170,87,90,31
,2-Jan,236,0,70,62,50,14,9,11,20
,5-Mar,516,0,101,175,130,48,29,27,6
,8-Jun,436,0,52,107,131,80,35,26,5
,      9+      ,125,0,10,19,28,28,14,26,0
 MEGHALAYA,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"3,27,295",9,"1,04,017","1,19,189","56,992","23,800","9,726","10,397","3,165"
